COD_AUTOR,HOMONIMO,FORMATO,NOME,RESUMOS
15302,,Freitas CVS,Claudio Vanucci Silva de Freitas,"PN0070, PN0456, PN1777"
29666,,Macedo CP,Clayton Paraiso Macedo,PN1753
5122,,Garbin CAS,Cléa Adas Saliba Garbin,"PI0548, PN0910, PN1242, PN1243, PN1503, PN1506, PN1509, PN1517, PN1518, PN1802, PN1805, PN1816, PN1832"
537,,Souza C M,Cleber  Machado de Souza,PI0536
27517,,Britto CF,CLEBER DE FREITAS BRITTO,PN0965
5176,,Nabeshima CK,Cleber Keiti Nabeshima,PN1603
28643,,Freitas CJR,Clébio Jarlison Rego de Freitas,PI0736
27751,,Müller C,Clecila Müller,PN0741
16788,,Carrara CFC,Cleide Felício De Carvalho Carrara,"PI0296, PN0966, PN1021"
9384,,Ribeiro CG,Cleide Gisele Ribeiro,PN0011
22480,,Lemos CAA,Cleidiel Aparecido Araujo Lemos,"PI0027, PI0321, PN0229, PN0230, PN1530, PN1539, PN1546, PN1703, PN1851"
29327,,Santana CP,Cleildo Pereira de Santana,"PI0357, PI0808, PN1626"
29657,,Vieira CSS,Cleiton Sandro da Silva Vieira,PN0562
29622,,Vieira CS,Cleiton Santos Vieira,"PI0628, PI0771"
21586,,Lima CMA,CLÉLIA MARIA ALGARANHAR LIMA,PN0908
1399,,Teixeira CS,Cleonice da Silveira Teixeira,"PI0492, PI0638, PI0721, PN0038, PN0054, PN0061, PN0331, PN0364, PN0366, PN0810, PN1558, PN1563, PN1565, PN1570, PN1581"
14375,,Piazzetta CM,Cleto Mariosvaldo Piazzetta,PN1454
19070,,Bueno CRS,Cleuber Rodrigo de Souza Bueno,PI0159
27998,,Lima CHN,Cleudes Hercila do Nascimento Lima,PN1811
4520,,Araújo CA,Cleudmar Amaral Araújo,PN0226
12947,,Geraldini CAC,CLEUSA APARECIDA CAMPANINI GERALDINI,"PI0016, PI0201"
16534,,Vieira C,cleusa vieira,PN0165
1736,H2,Silva CO,Cléverson de Oliveira e Silva,AO0035
28541,,Pinto CAL,CLÓVIS ANTÔNIO LOPES PINTO,"FC019, PI0218, PI0374"
3471,,Bramante CM,Clovis Monteiro Bramante,"AO0066, PI0487, PN0368, PN1249, PN1259, PN1276, PN1572"
426,,Pagani C,Clovis Pagani,"PI0692, PN0200, PN0500, PN1091"
7110,,Maia CADM,CONCEIÇÃO APARECIDA DORNELAS MONTEIRO MAIA,PN1598
23828,,Batista CMPA,conceição de maria probo de alencar batista,PN0772
21722,,Caetano CR,Conrado Reinoldes Caetano,"PI0622, PN0847, PN1159, PN1839"
7989,,Souza CFM,CONSUELO FERNANDA MACEDO DE SOUZA,"PI0637, PI0648"
17177,,Marques CPC,consuelo penha castro marques,FC010
18068,,Sukotjo C,cortino sukotjo,"HA024, AO0203"
286,,Gouvêa CVD,Cresus Vinicius Depes de Gouvêa,"PN1054, PN1090"
6243,,Barros CMB,Criseuda Maria Benicio Barros,PI0863
14491,H2,Veríssimo C,Crisnicaw Veríssimo,"HA014, PI0579, PN0182, PN1062"
27159,,Troconis CCM,Cristhian Camilo Madrid Troconis,PN1131
18740,,Amaral COF,Cristhiane olívia Ferreira do Amaral,PN0089
23296,,Fernandez CSS,CRISTHINE SATO DE SOUZA FERNANDEZ,"PN0198, PN0199"
27480,,Sbardelotto C,Cristian Sbardelotto,PN0529
25095,,Statkievicz C,Cristian Statkievicz,"PI0153, PI0305, PN0327"
1324,,Oliveira CAGR,Cristiana Aroeira Gomes da Rosa Oliveira,"PI0750, PN1350"
27669,,Gonçalves CEP,Cristiana Estevão Pavan Gonçalves,PI0387
3913,,Sartori CG,CRISTIANA GODOY SARTORI,AO0184
1988,,Carvalho CAP,Cristiane Alves Paz de Carvalho,"PI0239, PI0701, PI0840, PI0850, PI0855"
25366,,Farias CA,Cristiane Amaral Farias,"PI0443, PI0741"
12050,,Claro CAA,Cristiane Aparecida de Assis Claro,"PN0414, PN0670, PN1355"
932,H1,Oliveira CA,cristiane aparecida de oliveira,PI0178
4207,,Bataglion CAN,Cristiane Aparecida Nogueira Bataglion,"PN0211, PN0838, PN1173"
8116,,Pereira CA,Cristiane Aparecida Pereira,AO0094
25588,,Silva CAM,Cristiane Araújo Maia Silva,"PI0897, PN1001"
5178,,Bendo CB,Cristiane Baccin Bendo,"PI0283, PI0894, PN0730, PN0963, PN1221"
28381,,Lopes CB,Cristiane Barbosa Lopes,PN0371
29251,,Danesi CC,Cristiane Cademartori Danesi,"PI0377, PI0829, PN1435, PN1765"
1624,,Quishida CCC,Cristiane Campos Costa Quishida,"PN0449, PN0518"
29860,,Lamas CC,CRISTIANE DA CRUZ LAMAS,PN1198
4800,,Bergamaschi CC,Cristiane de Cássia Bergamaschi,"PE001, PI0058, PI0291, PI0815, PN0605"
26181,,Alencar CM,Cristiane de Melo Alencar,"PI0266, PN0761, PN0807, PN1114"
26672,,Maia CSF,Cristiane do Socorro Ferraz Maia,"PI0360, PI0361, PI0384, PI0837, PN0380"
6595,,Duque C,Cristiane Duque,"PI0448, PI0587, PI0739, PI0753, PN0392, PN0884, PN1028, PN1204, PN1205, PN1614"
21303,,Arend CF,Cristiane Frantz Arend,"PN0691, PN0696"
2226,,Furuse C,CRISTIANE FURUSE,"PI0463, PN0247"
27866,,Russo CH,Cristiane Helena Russo,PN0962
21511,,Polo CI,Cristiane Ibanhes Polo,AO0151
28451,,Dorce CM,Cristiane Marques Dorce,PN0930
25274,,Real CM,Cristiane Medeiros Real,PI0277
803,,França CM,Cristiane Miranda França,"PN0150, PN0881"
24024,,Bari CNC,cristiane nagai coelho de bari,"PI0282, PI0729, PI0868"
26963,,Lima CR,Cristiane Ramos Lima,PI0387
8651,,Salmon CR,Cristiane Ribeiro Salmon,"PN1471, PN1689, PN1790"
24324,,Yanikian CRF,Cristiane Rumi Fujiwara Yanikian,"PI0424, PI0576, PN0423, PN1058"
5416,,Fonteles CSR,Cristiane Sá Roriz Fonteles,"PO003, PI0140, PI0244, PN1343, PN1716, COL003"
8365,,Venturini C,Cristiane Venturini,PI0907
2569,,Koga-Ito CY,Cristiane Yumi Koga-Ito,"PI0350, PI0658, PI0814, PN0096, PN0658, PN1526, PN1606, JL001"
29491,,Guimarães CF,Cristiano Felipe Guimarães,PI0132
20198,,Araujo CM,Cristiano Miranda de Araujo,PI0911
14828,H2,Silva CM,Cristiano Moraes da SIlva,PN0641
2537,,Susin C,Cristiano Susin,JL002
4089,,Silva CA,Cristina Antoniali Silva,PN0082
27152,,Vicenzi CB,Cristina Balensiefer Vicenzi,"PI0205, PI0355"
5806,,Fadel CB,Cristina Berger Fadel,AO0051
27162,,Berrocal C,Cristina Berrocal,"PE007, PI0371, PI0675, PN1314"
16154,,Almeida CC,Cristina Costa de Almeida,"PI0402, PI0478, PN0865"
3733,,Vidal CMP,Cristina de Mattos Pimenta Vidal,"PI0490, PN0359"
29310,,Demuner C,Cristina Demuner,"PN1290, PN1578"
13612,,Macedo CG,Cristina Gomes de Macedo,PN1181
2232,,Ortolani CLF,Cristina Lucia Feijó Ortolani,"PI0601, PN0504, PN0660, PN0667, PN1406"
15584,,Kokron CM,Cristina Maria Kokron,AO0108
23117,,Gré CP,Cristina Parise Gré,"PN0184, PN0487"
29586,,Silva CS,Cristina Santana da Silva,PI0719
2579,,Caldas CS,Cristina Saragiotto Caldas,"PI0664, PI0815"
24741,,Fiuza CT,CRISTINA TEBECHRANI FIUZA,"PI0208, PI0254, PI0359, PI0769"
17067,,Okada CY,Cristina Yuri Okada,PN0660
28844,,Bressan CM,Cristine Maria Bressan,PN0028
27286,,Seignemartin CP,Crystianne Pacheco Seignemartin,PN0520
27536,,Souza CLC,Cynthia Larissa Cordeiro de Souza,PI0726
10401,H1,Ferreira CL,Cynthia Lopes Ferreira,PN0611
24721,,Farias CML,Cynthia Moura Louzada Farias,PN0927
6484,,Estrela CRA,Cyntia Rodrigues de Araújo Estrela,"PI0033, PI0184, PI0187, PI0315, PI0344, PI0494, PI0611, PI0636, PI0639, PI0659, PI0680, PI0823, PN0372, PN1258, PN1273, PN1575"
19176,,Costa CPS,Cyrene Piazera Silva Costa,AO0124
16321,,Pellizzari C,Cyro Pellizzari,PN1645
10874,,Costa DPTS,Daene Patrícia Tenório Salvador da Costa,"PN1068, PN1117"
3784,,Queiroz DA,Daher Antonio Queiroz,"PI0171, PI0762, PN0635, PN0637, PN0638"
28216,,Gouvea DB,Daiana Back Gouvea,PN0707
22721,,Cavalli D,Daiana Cavalli,"PI0489, PN1254"
16186,,Böttcher DE,Daiana Elisabeth Böttcher,PN1064
25865,,Sachetti D,Daiana Sachetti,PI0118
28756,H2,Silva DA,Daiane Aparecida da Silva,PI0791
20258,H1,Silva DCB,DAIANE CLAYDES BAIA DA SILVA,PN1595
14499,,Costa DC,Daiane Cristianismo Costa,"PI0582, PN0791"
1386,,Peruzzo DC,Daiane Cristina Peruzzo,"FC026, PI0632, PN0280, PN0282, PN0288, PN0293, PN0295, PN0296, PN0310, PN0615, PN0972, PN1461, PN1477, PN1798, PN1852, PN1859, PN1860"
27279,,Jesus D,Daiane de Jesus,"AO0084, AO0095, PI0806, PN0407, PN1605"
18870,,Fermiano D,Daiane Fermiano,"AO0032, PN1191, PN1473"
28000,,Pacheco DP,Daiara P. Pacheco,PI0150
3735,,Gomes DQC,Daliana Queiroga de Castro Gomes,"PI0212, PI0818, PN1367"
29252,,Torres DS,Dalila Soares Torres,PN1492
5742,,Laganá DC,DALVA CRUZ LAGANÁ,"PN0306, PN0670, PN0687, PN0836, PN1153, PN1170, PN1355"
7142,,Padilha DMP,Dalva Maria Pereira Padilha,AO0036
28075,,Santos DPT,Dalvan Pedro Teixeira dos Santos,"PI0405, PI0713"
29341,,Mendes DLV,Dánia Lourdes Varela Mendes,PI0533
29452,,Sampaio DAR,Daniel Amora Rodrigues Sampaio,PI0773
2193,,Almeida DAF,Daniel Augusto de Faria Almeida,"PI0027, PI0321, PN0229, PN0230, PN1530, PN1539, PN1546, PN1703, PN1851"
18701,,Fernandes DCGN,Daniel Cividanis Gomes Nogueira Fernandes,AO0120
29434,H2,Pereira DC,Daniel Cláudio Pereira,PN1768
17838,,Goldemberg DC,Daniel Cohen Goldemberg,AO0006
29847,,Guimarães DC,Daniel Correia Guimarães,PI0161
27418,,Cury D,Daniel Cury,PN0310
1392,,Decurcio DA,Daniel de Almeida Decurcio,"PI0033, PI0034, PI0184, PI0221, PI0231, PI0260, PI0333, PI0335, PI0385, PI0494, PI0496, PI0639, PI0659, PI0823, PN0244, PN0372, PN0375, PN0489, PN1490"
22861,,Martins DCTP,Daniel de Camargo Theml Pinto Martins,"PI0402, PI0478"
25130,,Lana DLD,Daniel de Lima Dalla Lana,PI0032
4480,,Mendes DM,Daniel de Melo Mendes,PN0005
11838,,Faustino-Silva DD,Daniel Demétrio Faustino-Silva,"PO005, PI0090, PI0690, PN1668"
28652,,Gallafassi DF,Daniel Freire Gallafassi,PN1202
8681,H1,Silva DF,Daniel Furtado Silva,PN0092
2371,,Galafassi D,Daniel Galafassi,PN0496
2141,,Bernabé DG,Daniel Galera Bernabé,"PI0673, PN0857"
29273,,Fontes DG,Daniel Gradisse Fontes,PN1806
25034,,Rocha DGP,DANIEL GUIMARÃES PEDRO ROCHA,"PN0019, PN0022, PN0031, PN0032, PN0043, PN0049, PN0156, PN0333, PN0352"
22432,,Sendyk DI,Daniel Isaac Sendyk,AO0151
18583,,Kherlakian D,Daniel Kherlakian,PN1255
1290,,Rocha DM,Daniel Maranha da Rocha,"PN0888, PN1124"
28951,,Ribeiro DO,Daniel Olivio Ribeiro,AO0126
28876,,Vargas DOA,Daniel Otero Amaral Vargas,AO0174
22732,,Ryan DPO,Daniel Patrick Obelenis Ryan,"AO0156, PN1145"
27980,,Rodrigues DPM,DANIEL PIGNATARI MAHET RODRIGUES,PN1728
16805,,Flores DR,Daniel Rocha Flores,PN1574
17265,,Modolo DRF,daniel rodrigo ferreira modolo,PN1096
27211,,Herrera DR,Daniel Rodrigo Herrera,"AO0077, PI0031, PN0024, PN0034"
29621,,Farias DR,Daniel Rodrigues de Farias,PN1493
12988,,Sundfeld-Neto D,Daniel Sundfeld Neto,"PI0265, PI0424, PI0576, PN1125"
6476,,Kemmoku DT,Daniel Takanori Kemmoku,PN1530
19071,,Dias DV,Daniel Ventura Dias,PI0159
29309,,Mendez DAC,Daniela Alejandra Cusicanqui Mendez,"PN1521, PN1622"
1073,,Gonçalves DAG,Daniela Aparecida de Godoi Gonçalves,PN0540
15234,,Popoff DAV,Daniela Araújo Veloso Popoff,PN1133
28583,,Vale DA,Daniela Assis do Vale,PN1415
11781,,Brandini DA,Daniela Atili Brandini,"PI0778, PI0795, PN0016, PN0223, PN0460, PN0526"
28182,,Barbato-Ferreira DA,Daniela Augusta Barbato-Ferreira,PN1583
7072,,Palioto DB,Daniela Bazan Palioto,PN0887
29079,,Bonfiette D,Daniela Bonfiette,PI0886
27569,,Nunes DC,daniela camila nunes,PI0035
3078,,Lima DC,Daniela Coêlho de Lima,"PO006, PO011, PI0847, PN0868, PN0883, PN0902"
29160,,Lima DCB,Daniela Cristina Braga de Lima,PN0616
13418,,Miyagaki DC,Daniela Cristina Miyagaki,"PI0032, PI0086, PI0188, PI0253, PI0346, PI0347, PI0790, PI0820, PN0281, PN1252, PN1282"
9897,,Bezerra DS,Daniela da Silva Bezerra,PN1297
3540,,Feitosa DS,Daniela da Silva Feitosa,PN1192
1525,,Pompeo DD,Daniela Daufenback Pompeo,"PI0298, PN0894"
13013,,Figueiredo DR,DANIELA DE ROSSI FIGUEIREDO,"AO0050, PN1244"
25264,,Cibim DD,Daniela Dellosso Cibim,"PN1671, PN1702, PN1715"
23941,,Silva DFT,Daniela Fátima Teixeira Silva,PN0262
4954,,Notaroberto DFC,Daniela Ferreira de Carvalho Notaroberto,PN1402
9022,,Ferreira DG,Daniela Galiotti Ferreira,PI0906
1739,,Garib DG,Daniela Gamba Garib,"AO0011, PI0906, PI0910"
915,,Neumann DG,Daniela Garbin Neumann,PI0858
27924,,Thys DG,Daniela Greenhalgh Thys,PN0704
5566,,Hesse D,Daniela Hesse,PN1638
4342,,Corralo DJ,Daniela Jorge Corralo,"PI0086, PI0205, PI0355"
20886,,Cortizo DL,DANIELA LATTUF CORTIZO,PN0836
5633,,Zandim-Barcelos DL,Daniela Leal Zandim-Barcelos,"PN0607, PN1786"
14066,,Carcereri DL,Daniela Lemos Carcereri,"PN1817, PN1826"
18120,,Prietsch DL,Daniela Loureiro Prietsch,PN1053
16045,,Pessoa DMV,Daniela Mendes da Veiga Pessoa,PI0846
1708,,Santos DM,Daniela Micheline dos Santos,"HA016, HA017, HA018, PI0018, PI0019, PI0020, PI0168, PI0169, PI0408, PI0633, PI0778, PN0206, PN0460, PN0526, PN0840, PN1529"
15379,,Salgado DMRA,Daniela Miranda Richarte de Andrade Salgado,"PN0261, PN0563, PN1451, PN1755, PN1757, PN1797"
18832,,Iyomasa DM,Daniela Mizusaki Iyomasa,PN0628
27502,,Liébana DM,Daniela Munhoz Liébana,PI0275
897,,Silva DN,Daniela Nascimento Silva,"AO0158, AO0163, PN0594"
20679,,Teixeira DNR,Daniela Navarro Ribeiro Teixeira,"PI0714, PI0883, PI0887, PN1098, PN1474"
21855,,Marques DO,Daniela Oliveira Marques,PN1837
27325,,Sá DP,Daniela Pereira de Sá,"PI0002, PI0305, PI0458"
12206,,Schuldt DPV,Daniela Peressoni Vieira Schuldt,PN0810
269,,Melo DP,Daniela Pita de Melo,"PN0259, PN0263, PN0268, PN0271"
18895,,Ponzoni D,Daniela Ponzoni,"AO0152, PI0004, PI0023, PI0025, PI0464, PI0630, PN0599"
1245,,Raggio DP,Daniela Prócida Raggio,"PN1088, PN1638, PN1708, PN1720"
5656,,Rios D,Daniela Rios,"AO0081, AO0099, PN0498, PN0675, PN0676, PN0966, PN1309, PN1310, PN1317, PN1521, PN1622, PN1693, COL013"
24655,,Lopes DS,daniela siqueira lopes,PN0001
27447,,Coelho DS,Daniela Sousa Coelho,"PN0028, PN1563"
10444,,Buchaim DV,Daniela Vieira Buchaim,PI0001
10581,,Picco DCR,Daniele de Cassia Rodrigues Picco,PN1397
29328,H3,Silva DF,Daniele de Figueredo Silva,PN1298
29186,,Cruz DF,Daniele Ferreira Da Cruz,"PI0176, PN1182"
24369,,Klein D,Daniele Klein,"PI0594, PI0895, PN1034, PN1345"
28858,,Almeida DL,Daniele Lessa de Almeida,"PI0392, PI0842"
17237,,Avila DMS,Daniele Mara da Silva Avila,"PN1301, COL014"
25767,,Ferreira DMTP,Daniele Masterson Tavares Pereira Ferreira,"AO0018, PN0677, PN1010"
17620,,Conde DM,Daniele Meira Conde,"PI0271, PN0502, PN1139"
6101,,Araujo DR,Daniele Ribeiro de Araujo,FC001
28701,,Siqueira DVS,Daniele Veiga da Silva Siqueira,PN1500
27346,,Cassol DV,DANIELE VIEIRA CASSOL,PN1035
28899,,Beraldo DZ,Daniele Zafalon Beraldo,PN0353
20371,,Brasil DM,Danieli Moura Brasil,AO0117
9542,,Antunes DM,DANIELLA MORAES ANTUNES,PN1437
1649,,Martelli DRB,Daniella Reis Barbosa Martelli,"PI0061, PI0672, PN0237, PN0260, PN1436"
28399,,Salvador DRN,Daniella Ribeiro Naves Salvador,PN0272
16888,,Vieira DSC,Daniella Serafin Couto Vieira,PN0576
28624,,Bernardo DV,Daniella Vicensotto Bernardo,PN0889
25241,,Reis DBS,DANIELLE B. DOS SANTOS REIS,PN1376
18119,,Farias DB,Danielle Bezerra de Farias,"PI0026, PI0775, PI0785, PN0613, PN1858"
29710,H2,Bordin D,Danielle Bordin,PN1832
29680,,Loiola DC,Danielle Cordeiro Loiola,PI0410
5701,,Messias DCF,Danielle Cristine Furtado Messias,"PI0880, PI0888, PN0147, PN0354, PN0757, PN0828, PN1105, PN1569"
29637,,Nascimento DSV,Danielle da Silva Viana do nascimento,AO0006
23091,,Modanese DG,Danielle De Genaro Modanese,PN1477
27320,,Santo D,Danielle Del Santo,PN1459
29357,,Voigt DD,DANIELLE DUTRA VOIGT,AO0125
29213,,Filipov D,Danielle Filipov,PN0567
24930,,Lacerda D,Danielle Lacerda,PN0400
24255,,Bonotto DMV,Danielle Medeiros Veiga Bonotto,"PN1324, PN1399, PN1684"
2197,,Camara DM,Danielle Mendes da Camara,"FC013, COL006, COL009"
19735,,Val DR,DANIELLE ROCHA DO VAL,"PN1460, PN1468"
9589,,Luize DS,Danielle Shima Luize,PN0276
21000,,Santos DT,Danielle Tiburcio Santos,PN1083
2442,,Emmi DT,Danielle Tupinambá Emmi,PN1801
17392,,Leite DFC,Danielly de Fatima Castro Leite,PI0557
22241,,Oliveira D,Danila de Oliveira,"PI0006, PI0308"
4500,,Duarte DA,Danilo Antonio Duarte,"PN0080, PN0678, PN0721, PN1015, PN1327, PN1366, PN1643"
13442,,Sorgini DB,Danilo Balero Sorgini,PN0205
24534,,Novais DBR,Danilo Barros Ribeiro de Novais,PI0087
23078,,Oliveira DF,Danilo Flamini Oliveira,PN1528
1233,,Siqueira DF,Danilo Furquim Siqueira,PN0989
28445,,Ciotti DL,Danilo Lazzari Ciotti,PN0218
21968,,Oliveira DL,Danilo Louzada de Oliveira,"PI0171, PN0635, PN0637, PN0638"
27716,,Martins D,Danilo Martins,PI0599
3132,,Guerisoli DMZ,Danilo Mathias Zanello Guerisoli,PN1601
28162,,Basso DN,Danilo Nunes Basso,PN1733
22174,,Valarelli DP,Danilo Pinelli Valarelli,"PN0635, PN0642, PN0673, PN0989"
19766,,Dias DR,Danilo Rocha Dias,"AO0142, PN1143, PN1155"
29356,,Pino DS,Danilo Siqueira Pino,"PN1185, PN1194, PN1202"
3093,,Moreira DM,Danna Mota Moreira,PN1604
21972,,Mendoza-Marin DO,Danny Omar Mendoza-Marin,"AO0197, AO0198, PN0511, PN0540, PN0830"
24352,,Perez DEC,Danyel Elias Da Cruz Perez,"PN0240, PN0408, PN0501, PN0573, PN0582, PN1457, PN1742"
25925,,Souza DCF,Danyele Cambraia Franco de Souza,PN0204
3398,,Barcellos DC,DAPHNE CAMARA BARCELLOS,"AO0082, AO0181, AO0186, PN0145, PN0455, PN0475, PN0814, PN1107"
17207,,Tantbirojn D,Daranee Tantbirojn,"HA014, PI0579, PN0182, PN1062"
4018,,Zanetta-Barbosa D,Darceny Zanetta-Barbosa,"PN0013, PN0304, PN0618"
24227,,Ferreira DGRCB,DÁRIA GLÁUCIA RANGEL DA CRUZ BUSQUET FERREIRA,PN0662
28269,,Persuhn DC,DARLENE CAMATI PERSUHN,FC018
3232,,Dantas DCRE,DARLENE CRISTINA RAMOS ELOY DANTAS,PI0863
17832,,Gerzson DRS,darlene ribeiro dos santos gerzson,PN1372
22689,,Araujo DS,Darlle Santos Araujo,PN1667
5085,,Lima DM,Darlon Martins Lima,"PI0113, PI0116, PN0161, PN0428, PN0446, PN0502"
7951,,Dutra DM,Dasaiev Monteiro Dutra,"PI0133, PI0510, PI0517, PN0399, PN1304, PN1615"
7006,,Oliveira DD,Dauro Douglas Oliveira,"PN0257, PN0684, PN1002, PN1335, PN1360, PN1364, PN1660"
27229,,Carneiro DC,Davi Clementino Carneiro,"PI0070, PI0264, PI0549"
24248,,Bizerril DO,Davi Oliveira Bizerril,"AO0045, AO0056"
6453,,Aquino DR,Davi Romeiro Aquino,PI0372
27765,,Maia DAC,David de Alencar Correia Maia,PN0909
25944,,Gusman DJR,David Jonathan Rodrigues Gusman,PN1545
4356,,Pashley D,David Pashley,PN0797
7748,,Tames DR,David Rivero Tames,PI0331
29412,,Williams DW,David Wynne Williams,FC006
29021,,Silva D,DAVIDSON DA SILVA,PN1497
18512,,Madureira DF,Davidson Frois Madureira,"AO0012, PI0603"
17084,,Oliveira DCRS,Dayane Carvalho Ramos Salles de Oliveira,"AO0171, PI0280, PN0114, PN0418"
4535,,Leite DFBM,DAYANE FRANCO BARROS MANGUEIRA LEITE,PI0655
5659,,Ribeiro DM,Dayane Machado Ribeiro,PI0725
21539,,Nogueira DMB,Dayane Maria Braz Nogueira,PI0001
25844,,Santos DN,DAYANNE NETTO DOS SANTOS,"PI0336, PI0794"
29393,,Maciel DSA,Dayany da Silva Alves Maciel,AO0187
28226,,Cruz DHS,Dayara Hellen Sousa da Cruz,PN0700
17361,,Higashi DT,Dayla Thyeme Higashi,PN1721
27403,,Silva DP,Daylana Pacheco da Silva,"AO0119, PN0796, PN1827"
19288,,Romão DA,Dayse Andrade Romão,"AO0093, PN1631"
27473,,Almeida DCC,Dayse Chaves Cardoso de Almeida,"PI0109, PI0420"
25453,,Freitas DL,Dayse Lopes Freitas,PI0442
2894,,Lima DANL,Débora Alves Nunes Leite Lima,"PN0102, PN0103, PN0118, PN0431, PN0434, PN0805, PN0821, PN1073, PN1089, PN1129"
24584,,Ribeiro DA,Débora Amgarten Ribeiro,"AO0130, PN1544, PN1548"
28919,H1,Silva DA,Débora Andrade da Silva,PI0891
18163,,Salatti DB,Débora Barella Salatti,PI0481
2023,,Barbosa DB,Débora Barros Barbosa,"FC017, PN0072, PN0857, PN1323, COL004"
16864,,Bastos DC,Debora Campanella Bastos,FC021
17431,,Mariz DCBR,Debora Castelo Branco Rios Mariz,PI0037
26029,,Dantas DCB,Débora Cristina Barbosa Dantas,"PN0106, PN0145"
29678,H1,Pereira DC,Debora Cristina Pereira,PI0793
27764,,Trize DM,Débora de Melo Trize,PN0854
25194,,Neves DP,DÉBORA DE PAULA NEVES,PI0620
16356,,Delai D,Débora Delai,PN1558
21254,,Monteiro DDH,Débora Drummond Hauss Monteiro,"PN0798, PN0802"
20058,,Moreira DD,Débora Duarte Moreira,PN0587
25762,,Buosi DF,Débora Fernandes Buosi,"PI0803, PI0824"
15054,,Guedes DFC,Debora Fernandes Costa Guedes,PI0036
28239,,Tomé DF,Débora Fernandes Tomé,PI0680
3578,,Scheffel DLS,Débora Lopes Salles Scheffel,AO0172
28376,,Fujino DMS,Débora Molina Silva fujino,PN1142
127,,Pallos D,Debora Pallos,"PI0325, PI0480, PI0782, PN1844"
29112,,Correia DPD,Débora Pereira Diniz Correia,"PI0469, PI0789, PI0796"
28799,,Orlando DR,DÉBORA RIBEIRO ORLANDO,PN1296
27679,,Sityá DS,Débora Santos Sityá,PI0590
29014,,Weschenfelder DSS,Débora Sarzi Sartori Weschenfelder,PN0543
28228,,Macedo DS,Débora Serrano de Macedo,"PI0716, PI0726"
21584,,Souza DS,Débora Souto de Souza,"PN1029, PN1690"
25570,,Biléco DS,Débora Souza Biléco,"PI0019, PI0633"
29395,,Antunes DB,Deborah Bordinassi Antunes,"PI0167, PI0620"
11727,,Brito DBA,Deborah Brindeiro de Araújo Brito,"PN1673, PN1678"
25107,,Cabral DCR,Déborah Cássia Roland Cabral,PN0915
22316,,Magalhães DCB,Deborah Cavalcante Bezerra Magalhães,"PI0866, PN0744, PN1097"
22020,,Ribeiro DDF,Déborah Dalma Ferreira Ribeiro,PI0132
28345,,Freire DEWG,DEBORAH ELLEN WANDERLEY GOMES FREIRE,"PI0540, PI0552, PI0854"
29445,,Moreira DGL,Deborah Gondim Lambert Moreira,"PI0060, PI0280"
26974,,Santos DLP,DÉBORAH LAURINDO PEREIRA SANTOS,"PI0041, PI0697"
2473,,Freitas DQ,Deborah Queiroz de Freitas,"AO0106, PN0267, PN0548, PN0551, PN0568, PN1414, PN1452, PN1457, PN1734, PN1741, PN1742, PN1743, PN1760"
18237,,Stona D,Deborah Stona,"PN0215, PN0438"
27438,,Canestraro D,Decio Canestraro,PN0283
909,,Pinto-Jr. DS,Décio dos Santos Pinto Jr.,PN0586
22311,,Silva DG,Deise Garrido Silva,"PE021, PE022"
28692,,Kwiatkowski D,Deise Kwiatkowski,PI0619
6512,,Spessato D,Deisi Spessato,"PI0230, PI0531, PI0595, PI0597, PI0645, PN1009, PN1158"
24509,,Dôres DF,Deivy Ferreira Dôres,PN1427
13353,,Gondim DV,Delane Viana Gondim,"PN1468, PN1634"
24950,,Costa DJ,Delson João da Costa,"PI0685, PN0320"
25852,,Madeiro-de-Souza D,Dener Madeiro-de-Souza,PI0827
2988,,Magalhães D,Denildo de Magalhães,PN0891
24740,,Spina DRF,Denis Roberto Falcão Spina,"PN0128, PN0129, PN0602, PN1864"
25243,,Carneiro DB,Denise Barros Carneiro,"PI0168, PI0408"
2704,,Rodriguer DBR,DENISE BERTULUCCI ROCHA RODRIGUER,PI0508
18479,,Endringer DC,Denise Coutinho Endringer,"PI0652, PN0396"
28135,,Mendonça DF,Denise de Faria Mendonça,"PI0623, PI0627, PI0772"
28587,,Cavalcante DFB,Denise de Fátima Barros Cavalcante,PN1229
27289,,Rós DT,Denise de Toledo Rós,PI0548
27825,,Nascimento DFL,Denise Fernandes Lopez Nascimento,"PN0440, PN1083"
16921,,Oda DF,Denise Ferracioli Oda,"PN0368, PN1249, PN1572"
7107,,Gomes-da-Silva D,Denise Gomes-da-Silva,"PN1197, PN1198, PN1773, PN1849"
15277,,Oliveira DHI P,Denise Hélen Imaculada  Pereira de Oliveira,PN1422
21072,,Matallana DI,Denise Issa Matallana,PN0249
3757,,Spolidorio DMP,Denise Madalena Palomari Spolidorio,"PN1315, PN1373, PN1606"
6135,,Zezell DM,Denise Maria Zezell,"PN0794, PN1619"
2506,,Nicodemo D,Denise Nicodemo,PI0248
5015,,Diniz DN,Denise Nóbrega Diniz,"PI0653, PI0863, PN0268, PN0271"
35,,Pedrini D,Denise Pedrini,"PI0795, PN1020, PN1026, PN1347"
